frame,ball_x,ball_y
frame_000,1065.96,317.3
frame_002,1065.72,312.1
frame_004,1063.36,305.0
frame_006,1061.47,298.37
frame_008,1061.7,292.93
frame_010,1059.81,288.44
frame_012,1058.63,285.12
frame_014,1056.73,280.86
frame_016,1055.31,278.26
frame_018,1053.18,276.13
frame_020,1051.81,274.24
frame_022,1049.66,273.03
frame_024,1047.91,272.99
frame_026,1045.24,275.29
frame_028,1042.66,276.27
frame_030,1040.41,279.68
frame_032,1036.38,285.36
frame_034,1034.02,290.09
frame_036,1030.47,296.72
frame_038,1026.92,305.0
frame_040,1021.71,312.1
frame_042,1019.82,323.22
frame_044,1015.33,337.18
frame_046,1009.88,352.32
frame_048,1006.57,367.47
frame_050,1001.24,387.52
frame_052,995.86,406.72
frame_054,989.47,433.11
frame_056,982.13,458.61
frame_058,976.87,487.53
frame_060,970.45,518.57
frame_062,959.63,555.25
frame_064,951.2,599.12
frame_066,943.25,642.84
frame_068,938.99,624.67
frame_070,933.6,604.51
frame_072,928.49,585.2
frame_074,923.09,565.89
frame_076,918.55,550.56
frame_078,915.2,534.98
frame_080,906.06,519.61
frame_082,900.38,507.4
frame_084,893.51,495.83
frame_086,887.41,487.35
frame_088,878.8,476.17
frame_090,871.35,469.94
frame_092,862.73,466.15
frame_094,854.03,462.66
frame_096,843.87,463.11
frame_098,834.98,463.81
frame_100,820.59,472.76
frame_102,808.13,481.71
frame_104,797.59,494.06
frame_106,780.84,510.81
frame_108,766.36,533.52
frame_110,748.75,561.92
frame_112,732.85,592.87
frame_114,725.75,603.37
frame_116,784.36,497.36
frame_118,824.82,415.74
frame_120,855.52,364.78
frame_122,882.39,327.54
frame_124,902.89,298.65
frame_126,916.04,282.53
frame_128,930.19,263.72
frame_130,943.18,253.85
frame_132,952.0,248.39
frame_134,960.17,244.98
frame_136,968.35,242.94
frame_138,976.53,243.28
frame_140,982.53,244.92
frame_142,988.54,248.22
frame_144,993.91,251.46
frame_146,998.68,256.91
frame_148,1002.08,259.98
frame_150,1006.85,267.81
frame_152,1011.28,274.06
frame_154,1014.99,282.27
frame_156,1016.74,290.3
frame_158,1020.48,297.12
frame_160,1022.87,307.68
frame_162,1025.59,316.88
frame_164,1027.98,326.08
frame_166,1030.36,335.62
frame_168,1033.09,344.48
frame_170,1034.11,354.36
frame_172,1037.52,365.94
frame_174,1037.86,375.14
frame_176,1040.25,386.05
frame_178,1041.95,397.63
frame_180,1043.09,408.0
frame_182,1045.06,419.67
frame_184,1046.21,432.16
frame_186,1046.8,436.5
frame_188,1049.99,444.05
frame_190,1050.38,431.83
frame_192,1050.58,420.98
frame_194,1051.76,411.71
frame_196,1052.16,402.64
frame_198,1053.14,394.17
frame_200,1054.13,387.66
frame_202,1055.12,379.77
frame_204,1054.79,375.22
frame_206,1056.05,370.83
frame_208,1056.5,365.97
frame_210,1058.07,362.62
frame_212,1052.75,353.55
frame_214,1047.82,343.69
frame_216,1042.5,333.43
frame_218,1036.58,324.56
frame_220,1032.24,318.25
frame_222,1027.91,310.56
frame_224,1021.0,303.66
frame_226,1015.29,295.18
frame_228,1009.17,288.08
frame_230,1004.05,282.36
frame_232,998.13,276.45
frame_234,991.62,272.11
frame_236,984.67,265.92
frame_238,978.65,261.95
frame_240,971.39,258.8
frame_242,964.54,257.29
frame_244,957.15,254.01
frame_246,948.25,253.05
frame_248,942.5,253.46
frame_250,933.19,253.46
frame_252,925.79,254.69
frame_254,917.03,256.61
frame_256,907.17,260.03
frame_258,899.64,263.73
frame_260,890.88,269.75
frame_262,879.24,276.74
frame_264,869.79,285.23
frame_266,859.93,294.13
frame_268,848.67,305.04
frame_270,837.58,317.15
frame_272,823.63,332.9
frame_274,811.99,347.83
frame_276,801.7,365.3
frame_278,786.36,387.46
frame_280,771.79,412.64
frame_282,756.66,436.72
frame_284,740.39,466.12
frame_286,723.71,495.07
frame_288,708.71,529.97
frame_290,687.89,567.68
frame_292,667.68,609.39
frame_294,648.84,625.87
frame_296,637.34,606.0
frame_298,618.22,580.54
frame_300,606.77,563.24
frame_302,591.97,546.91
frame_304,574.05,527.41
frame_306,555.92,508.22
frame_308,539.52,492.47
frame_310,515.77,476.32
frame_312,498.92,463.48
frame_314,475.86,448.96
frame_316,451.59,439.82
frame_318,426.05,430.55
frame_320,403.56,421.55
frame_322,373.14,418.1
frame_324,344.27,414.6
frame_326,317.79,414.08
frame_328,286.79,416.29
frame_330,252.78,420.52
frame_332,217.86,428.6
frame_334,182.8,440.23
frame_336,140.65,455.08
frame_338,100.33,474.8
frame_340,51.93,497.6
