frame,ball_x,ball_y
frame_000,785.58,513.63
frame_001,782.15,512.4
frame_002,780.65,509.52
frame_003,781.06,505.0
frame_004,1919,0
frame_005,1919,0
frame_006,794.45,490.16
frame_007,802.76,477.02
frame_008,814.79,462.21
frame_009,826.5,443.49
frame_010,834.24,414.97
frame_011,841.85,380.04
frame_012,837.09,343.81
frame_013,837.11,312.46
frame_014,832.58,278.77
frame_015,829.63,251.54
frame_016,824.39,218.02
frame_017,821.23,192.11
frame_018,818.24,163.08
frame_019,816.62,135.65
frame_020,811.74,116.72
frame_021,808.86,94.27
frame_022,807.27,72.66
frame_023,805.34,56.28
frame_024,801.72,37.64
frame_025,796.72,25.8
frame_026,794.02,15.03
frame_027,791.91,6.88
frame_028,787.48,1.22
frame_029,1919,0
frame_030,1919,0
frame_031,1919,0
frame_032,1919,0
frame_033,1919,0
frame_034,777.07,0.0
frame_035,776.85,11.41
frame_036,775.11,18.79
frame_037,774.69,31.78
frame_038,774.82,46.11
frame_039,776.14,65.37
frame_040,775.32,86.15
frame_041,772.88,99.2
frame_042,836.85,121.31
frame_043,919.91,142.44
frame_044,976.72,159.39
frame_045,1018.7,171.59
frame_046,1049.83,179.46
frame_047,1074.69,188.87
frame_048,1092.87,200.09
frame_049,1109.08,204.52
frame_050,1121.7,216.2
frame_051,1132.72,224.68
frame_052,1140.61,230.7
frame_053,1150.78,241.75
frame_054,1153.71,245.49
frame_055,1158.64,252.79
frame_056,1163.37,256.34
frame_057,1168.63,244.3
frame_058,1171.26,231.62
frame_059,1173.62,220.45
frame_060,1176.38,210.39
frame_061,1178.75,201.52
frame_062,1181.67,195.45
frame_063,1183.35,189.79
frame_064,1183.35,184.33
frame_065,1178.61,181.19
frame_066,1174.49,178.2
frame_067,1171.35,174.25
frame_068,1165.37,171.47
frame_069,1159.5,167.3
frame_070,1153.65,164.4
frame_071,1147.69,161.85
frame_072,1143.15,159.86
frame_073,1137.18,157.3
frame_074,1129.38,156.31
frame_075,1123.1,154.1
frame_076,1117.48,153.11
frame_077,1109.54,151.63
frame_078,1101.85,150.84
frame_079,1093.96,152.42
frame_080,1085.48,153.01
frame_081,1077.6,155.18
frame_082,1067.93,156.56
frame_083,1060.05,158.34
frame_084,1049.29,162.14
frame_085,1037.95,166.46
frame_086,1028.3,171.35
frame_087,1015.09,177.46
frame_088,1004.44,184.17
frame_089,990.24,193.24
frame_090,978.73,201.53
frame_091,962.09,212.72
