frame,ball_x,ball_y
frame_000,1279,0
frame_001,1279,0
frame_002,1279,0
frame_003,1279,0
frame_004,1279,0
frame_005,1279,0
frame_006,1279,0
frame_007,1279,0
frame_008,1279,0
frame_009,1279,0
frame_010,1279,0
frame_011,644.91,108.32
frame_012,1279,0
frame_013,646.85,98.56
frame_014,646.17,93.25
frame_015,644.6,88.19
frame_016,645.52,82.1
frame_017,645.97,77.71
frame_018,645.99,74.22
frame_019,645.71,70.47
frame_020,645.33,65.96
frame_021,645.54,64.19
frame_022,644.97,59.14
frame_023,644.3,55.93
frame_024,644.3,54.86
frame_025,644.3,50.55
frame_026,643.23,47.33
frame_027,642.15,46.25
frame_028,643.67,46.76
frame_029,644.05,45.91
frame_030,642.96,45.73
frame_031,644.05,45.87
frame_032,643.13,42.9
frame_033,642.86,45.16
frame_034,642.41,44.78
frame_035,641.8,43.12
frame_036,642.52,44.23
frame_037,641.69,44.36
frame_038,641.48,47.28
frame_039,641.22,48.67
frame_040,641.47,50.4
frame_041,641.4,52.67
frame_042,641.26,54.74
frame_043,642.15,60.24
frame_044,641.08,63.46
frame_045,641.08,65.61
frame_046,641.08,70.99
frame_047,634.62,74.22
frame_048,631.39,75.29
frame_049,621.85,79.68
frame_050,615.09,85.41
frame_051,611.71,86.97
frame_052,600.79,94.61
frame_053,592.19,101.41
frame_054,586.22,105.41
frame_055,571.16,115.09
frame_056,561.48,125.85
frame_057,555.74,129.97
frame_058,537.82,147.36
frame_059,525.98,162.42
frame_060,519.53,168.87
frame_061,499.09,192.54
frame_062,482.54,210.64
frame_063,474.52,221.11
frame_064,446.39,254.92
frame_065,428.62,273.91
frame_066,420.57,273.21
frame_067,403.17,276.29
frame_068,379.7,275.36
frame_069,368.33,276.56
frame_070,338.67,280.51
frame_071,311.38,287.55
frame_072,305.48,288.27
frame_073,272.13,299.03
frame_074,245.24,309.78
frame_075,232.34,314.08
frame_076,192.54,332.37
frame_077,161.34,348.5
frame_078,146.29,354.96
frame_079,102.18,386.15
frame_080,69.92,409.82
frame_081,1279,0
frame_082,73.14,395.83
frame_083,129.57,342.73
frame_084,157.57,318.98
frame_085,232.34,260.3
frame_086,275.36,223.73
frame_087,293.65,211.9
frame_088,350.34,177.24
frame_089,380.77,159.19
frame_090,411.97,143.06
frame_091,437.61,127.43
frame_092,461.57,116.5
frame_093,483.32,108.25
frame_094,503.39,102.18
frame_095,521.68,94.66
frame_096,537.18,89.73
frame_097,551.55,86.13
frame_098,565.21,84.73
frame_099,579.76,82.82
frame_100,590.49,84.09
frame_101,600.65,83.51
frame_102,612.03,83.9
frame_103,621.87,85.01
frame_104,629.14,87.68
frame_105,638.66,89.64
frame_106,645.81,92.51
frame_107,654.14,95.2
frame_108,659.74,98.25
frame_109,666.29,102.25
frame_110,672.61,105.91
frame_111,678.31,108.41
frame_112,682.85,111.76
frame_113,684.71,114.63
frame_114,694.66,129.25
frame_115,1279,0
frame_116,702.61,134.06
frame_117,706.1,139.74
frame_118,709.6,143.67
frame_119,713.97,144.81
frame_120,1279,0
frame_121,1279,0
frame_122,1279,0
frame_123,1279,0
frame_124,726.65,110.66
frame_125,730.35,105.41
frame_126,733.32,101.98
frame_127,735.14,97.71
frame_128,735.9,94.32
frame_129,737.7,91.19
frame_130,740.99,87.39
frame_131,743.23,83.67
frame_132,745.24,83.0
frame_133,746.49,80.67
frame_134,749.71,79.6
frame_135,741.58,75.79
frame_136,738.8,73.37
frame_137,733.09,62.42
frame_138,728.67,56.37
frame_139,724.92,52.67
frame_140,717.49,46.0
frame_141,715.66,44.47
frame_142,711.9,39.04
frame_143,708.03,35.79
frame_144,704.6,32.98
frame_145,1006.61,58.98
frame_146,689.48,24.74
frame_147,685.18,23.66
frame_148,678.72,21.51
frame_149,673.34,19.36
frame_150,666.89,17.21
frame_151,661.51,16.13
frame_152,653.98,16.13
frame_153,647.53,16.13
frame_154,643.23,16.13
frame_155,636.77,17.21
frame_156,631.39,17.21
frame_157,622.79,21.51
frame_158,616.34,24.74
frame_159,1279,0
frame_160,601.6,33.25
frame_161,596.47,37.25
frame_162,589.28,41.45
frame_163,581.92,49.48
frame_164,573.31,57.01
frame_165,567.93,65.61
frame_166,559.33,75.29
frame_167,550.72,86.05
frame_168,544.27,97.88
frame_169,535.54,111.97
frame_170,527.35,126.76
frame_171,518.92,142.28
frame_172,510.91,158.29
frame_173,501.75,178.56
frame_174,493.79,199.13
frame_175,485.58,220.42
frame_176,475.98,242.72
frame_177,468.56,268.15
frame_178,459.72,295.36
frame_179,450.64,318.15
frame_180,440.92,308.1
frame_181,431.94,300.21
frame_182,421.93,289.67
frame_183,410.55,281.46
frame_184,398.88,272.6
frame_185,388.32,266.21
frame_186,377.54,260.19
frame_187,365.66,255.23
frame_188,353.79,251.44
frame_189,341.15,246.81
frame_190,328.94,243.65
frame_191,314.48,240.83
frame_192,300.62,240.74
frame_193,287.89,242.5
frame_194,270.56,245.57
frame_195,258.93,246.39
frame_196,243.08,251.72
frame_197,228.03,256.0
frame_198,211.9,266.76
frame_199,193.61,277.51
frame_200,177.48,289.34
frame_201,160.27,301.18
frame_202,145.21,316.24
frame_203,128.0,334.52
frame_204,111.86,353.63
frame_205,115.09,349.58
frame_206,169.95,289.34
frame_207,219.43,242.02
frame_208,263.53,198.99
frame_209,302.25,164.57
frame_210,339.9,134.45
frame_211,367.87,111.87
frame_212,394.93,94.08
frame_213,417.86,78.55
frame_214,441.01,66.69
frame_215,461.26,55.59
frame_216,477.58,48.4
frame_217,493.74,41.83
frame_218,508.73,36.98
frame_219,520.27,34.34
frame_220,534.24,31.53
frame_221,545.34,27.97
frame_222,553.95,27.97
frame_223,563.3,28.44
frame_224,572.76,29.68
frame_225,579.14,31.86
frame_226,588.28,32.99
frame_227,594.49,33.99
frame_228,601.26,36.41
frame_229,607.53,39.6
frame_230,610.86,44.97
frame_231,616.31,47.76
frame_232,621.44,51.6
frame_233,629.0,56.43
frame_234,632.41,63.11
frame_235,636.41,67.72
frame_236,640.46,72.78
frame_237,644.19,78.55
frame_238,647.73,83.7
frame_239,649.86,89.76
frame_240,653.8,94.61
frame_241,656.47,100.44
frame_242,659.31,105.88
frame_243,662.34,112.96
frame_244,668.28,116.9
frame_245,670.21,126.93
frame_246,670.83,129.06
frame_247,674.24,139.38
frame_248,674.45,143.54
frame_249,674.52,140.49
frame_250,676.75,132.92
frame_251,1279,0
frame_252,1279,0
frame_253,1279,0
frame_254,1279,0
frame_255,1279,0
frame_256,1279,0
frame_257,1279,0
frame_258,1279,0
frame_259,1279,0
frame_260,688.54,83.34
frame_261,689.87,81.45
frame_262,692.06,79.13
frame_263,693.84,77.67
frame_264,694.61,76.73
frame_265,694.92,75.34
frame_266,696.05,74.15
frame_267,697.43,72.03
frame_268,698.45,72.33
frame_269,700.25,71.18
frame_270,701.84,73.85
frame_271,701.93,74.56
frame_272,703.22,75.46
frame_273,704.19,77.23
frame_274,705.08,78.45
frame_275,705.61,78.52
frame_276,706.76,82.49
frame_277,707.58,84.24
frame_278,707.85,86.9
frame_279,705.2,78.23
frame_280,703.46,67.76
frame_281,699.67,63.35
frame_282,697.01,53.78
frame_283,693.78,44.1
frame_284,691.63,37.65
frame_285,688.85,28.15
frame_286,687.03,22.66
frame_287,684.62,16.64
frame_288,682.94,10.85
frame_289,682.73,6.32
frame_290,1279,0
frame_291,1279,0
frame_292,1279,0
frame_293,1279,0
frame_294,1279,0
frame_295,1279,0
frame_296,1279,0
frame_297,1279,0
frame_298,1279,0
frame_299,1279,0
frame_300,1279,0
frame_301,1279,0
frame_302,1279,0
frame_303,1279,0
frame_304,1279,0
frame_305,1279,0
frame_306,1279,0
frame_307,1279,0
frame_308,1279,0
frame_309,1279,0
frame_310,210.33,436.86
frame_311,1279,0
frame_312,1279,0
frame_313,1279,0
frame_314,1279,0
frame_315,1279,0
frame_316,1279,0
frame_317,1279,0
frame_318,1279,0
frame_319,1279,0
frame_320,563.07,9.19
frame_321,558.19,16.08
frame_322,555.04,29.56
frame_323,549.65,40.87
frame_324,545.34,57.01
frame_325,538.89,75.29
frame_326,533.51,95.73
frame_327,529.26,116.45
frame_328,524.91,140.91
frame_329,519.29,165.59
