frame,ball_x,ball_y
frame_000,960.86,54.85
frame_002,1201.92,166.89
frame_004,961.21,56.04
frame_006,961.49,60.43
frame_008,961.57,61.46
frame_010,961.8,64.84
frame_012,962.17,68.48
frame_014,962.03,70.74
frame_016,961.97,77.38
frame_018,962.77,84.07
frame_020,962.44,90.35
frame_022,957.79,94.04
frame_024,953.34,92.6
frame_026,944.98,93.29
frame_028,937.37,92.1
frame_030,930.05,95.48
frame_032,923.67,98.71
frame_034,917.52,100.23
frame_036,910.23,104.02
frame_038,902.08,110.45
frame_040,895.3,116.41
frame_042,889.16,122.67
frame_044,881.35,132.03
frame_046,873.97,142.25
frame_048,866.87,152.19
frame_050,859.49,163.83
frame_052,852.11,177.75
frame_054,845.86,193.93
frame_056,838.14,210.45
frame_058,829.96,229.99
frame_060,820.88,249.64
frame_062,815.19,273.15
frame_064,808.55,298.14
frame_066,800.37,324.03
frame_068,792.88,355.72
frame_070,785.04,372.42
frame_072,776.72,362.71
frame_074,770.05,351.63
frame_076,761.87,341.75
frame_078,753.69,331.87
frame_080,744.83,324.37
frame_082,739.04,318.92
frame_084,729.84,311.77
frame_086,720.64,309.04
frame_088,713.52,305.94
frame_090,704.04,303.71
frame_092,695.43,303.59
frame_094,684.87,305.29
frame_096,676.53,308.98
frame_098,666.76,314.55
frame_100,655.43,322.98
frame_102,645.46,329.77
frame_104,636.54,342.46
frame_106,622.7,359.26
frame_108,611.61,374.8
frame_110,600.02,395.93
frame_112,1919,0
frame_114,574.41,448.63
frame_116,561.17,476.88
frame_118,548.29,507.97
frame_120,564.75,489.62
frame_122,1919,0
frame_124,637.84,378.55
frame_126,665.44,336.3
frame_128,692.02,298.14
frame_130,712.12,265.77
frame_132,731.72,241.92
frame_134,748.47,218.35
frame_136,763.8,198.47
frame_138,777.43,182.01
frame_140,789.59,167.01
frame_142,800.74,154.85
frame_144,810.37,145.95
frame_146,820.87,135.44
frame_148,827.69,128.91
frame_150,834.22,122.66
frame_152,840.47,118.12
frame_154,847.56,114.43
frame_156,852.55,111.91
frame_158,856.37,110.17
frame_160,861.48,109.89
frame_162,865.17,112.16
frame_164,869.43,111.87
frame_166,872.55,112.72
frame_168,875.35,116.6
frame_170,878.14,118.46
frame_172,880.22,121.24
frame_174,884.27,125.98
frame_176,886.18,129.19
frame_178,887.88,134.59
frame_180,889.11,140.0
frame_182,891.01,145.38
frame_184,892.43,150.49
frame_186,893.85,157.02
frame_188,894.4,164.45
frame_190,895.48,170.78
frame_192,896.38,177.65
frame_194,897.37,185.68
frame_196,896.78,193.01
frame_198,898.67,200.75
frame_200,898.96,209.55
frame_202,899.24,217.78
frame_204,901.04,223.85
frame_206,901.23,233.97
frame_208,897.54,228.29
frame_210,895.83,220.62
frame_212,894.41,212.39
frame_214,892.72,205.92
frame_216,891.01,199.33
frame_218,889.75,193.52
frame_220,886.86,188.96
frame_222,885.92,184.67
frame_224,884.35,181.29
frame_226,882.92,177.73
frame_228,879.65,175.19
frame_230,877.95,173.49
frame_232,876.81,171.5
frame_234,874.54,171.5
frame_236,873.69,170.65
frame_238,871.5,173.37
frame_240,869.71,172.92
frame_242,868.86,170.08
frame_244,868.29,162.13
frame_246,866.3,154.75
frame_248,865.74,148.79
frame_250,865.45,142.82
frame_252,864.39,138.14
frame_254,862.61,133.45
frame_256,862.04,129.19
frame_258,861.19,125.5
frame_260,860.06,123.51
frame_262,859.26,122.26
frame_264,859.48,121.38
frame_266,858.35,121.53
frame_268,857.79,122.95
frame_270,857.64,125.25
frame_272,857.5,127.21
frame_274,856.65,132.32
frame_276,856.08,138.0
frame_278,855.8,145.66
frame_280,855.8,152.48
frame_282,856.04,161.87
frame_284,855.51,172.46
frame_286,855.8,185.98
frame_288,855.8,200.75
frame_290,854.95,216.65
frame_292,855.8,234.25
frame_294,857.22,255.26
frame_296,857.5,277.98
frame_298,858.35,302.96
frame_300,857.5,328.24
frame_302,858.92,357.2
frame_304,860.34,388.43
frame_306,859.59,402.38
frame_308,859.8,390.0
frame_310,858.75,373.79
frame_312,859.32,363.19
frame_314,858.18,352.93
frame_316,858.53,342.05
frame_318,860.68,331.79
frame_320,859.99,324.76
frame_322,859.92,317.68
frame_324,859.48,312.64
frame_326,858.86,310.0
frame_328,859.99,307.81
frame_330,859.2,306.97
frame_332,859.77,308.11
frame_334,861.37,311.88
frame_336,861.58,319.41
frame_338,863.42,327.6
frame_340,863.05,340.66
frame_342,860.62,353.3
frame_344,862.81,370.95
frame_346,863.05,393.01
frame_348,870.41,393.01
frame_350,893.47,341.98
frame_352,910.65,302.24
frame_354,927.33,267.4
frame_356,938.12,239.44
frame_358,951.37,216.38
frame_360,961.18,197.24
frame_362,970.06,178.54
frame_364,974.43,171.73
frame_366,983.57,159.01
frame_368,990.16,147.19
frame_370,996.97,138.34
frame_372,1002.49,131.72
frame_374,1007.41,127.09
frame_376,1013.29,123.17
frame_378,1019.46,117.21
frame_380,1022.19,116.87
frame_382,1027.98,115.51
frame_384,1030.36,115.85
frame_386,1034.79,115.51
frame_388,1039.56,116.87
frame_390,1042.29,118.23
frame_392,1046.04,119.94
frame_394,1048.42,124.03
frame_396,1051.15,127.09
frame_398,1053.88,130.16
frame_400,1057.62,135.95
frame_402,1058.99,139.02
frame_404,1061.71,145.15
frame_406,1064.44,149.58
frame_408,1065.78,156.19
frame_410,1067.16,162.53
frame_412,1070.57,169.34
frame_414,1072.27,175.48
frame_416,1073.3,182.97
frame_418,1074.28,190.1
frame_420,1075.98,196.97
frame_422,1077.34,203.05
frame_424,1079.77,213.3
frame_426,1080.79,222.16
frame_428,1082.62,228.42
frame_430,1084.71,236.6
frame_432,1084.88,236.81
frame_434,1085.34,228.98
frame_436,1086.17,220.18
frame_438,1087.14,212.89
frame_440,1087.92,206.42
frame_442,1089.52,200.15
frame_444,1089.86,194.67
frame_446,1090.61,191.27
frame_448,1090.78,188.28
frame_450,1092.19,184.26
frame_452,1092.38,181.21
frame_454,1092.78,180.03
frame_456,1094.75,179.04
frame_458,1094.55,178.25
frame_460,1095.34,178.05
frame_462,1095.34,178.05
frame_464,1096.72,180.62
frame_466,1097.71,182.0
frame_468,1095.14,178.25
frame_470,1094.55,172.73
frame_472,1091.23,165.8
frame_474,1089.92,160.21
frame_476,1087.95,154.95
frame_478,1085.68,149.07
frame_480,1084.5,144.14
frame_482,1082.13,139.21
frame_484,1080.16,136.06
frame_486,1078.5,132.4
frame_488,1076.21,129.35
frame_490,1073.95,126.25
frame_492,1072.04,124.33
frame_494,1069.84,123.51
frame_496,1067.38,122.14
frame_498,1067.11,122.69
frame_500,1063.96,122.83
frame_502,1061.63,124.33
frame_504,1059.71,125.7
frame_506,1057.93,128.03
frame_508,1055.19,131.45
frame_510,1052.32,136.79
frame_512,1049.99,142.41
frame_514,1047.66,148.84
frame_516,1045.32,157.73
frame_518,1044.1,166.1
frame_520,1040.68,176.78
frame_522,1038.76,190.33
frame_524,1036.02,202.93
frame_526,1033.32,216.8
frame_528,1030.36,233.88
frame_530,1027.5,252.28
frame_532,1025.87,271.9
frame_534,1020.96,295.62
frame_536,1020.96,318.92
frame_538,1017.69,346.32
frame_540,1014.37,374.42
frame_542,1013.58,404.19
frame_544,1009.51,439.13
frame_546,1007.47,473.07
frame_548,1007.06,458.35
frame_550,1007.88,450.17
frame_552,1006.65,439.13
frame_554,1007.88,430.55
frame_556,1007.33,421.15
frame_558,1006.57,415.48
frame_560,1009.1,407.77
frame_562,1011.71,406.98
frame_564,1010.39,404.3
frame_566,1010.29,403.34
frame_568,1009.51,407.24
frame_570,1010.23,412.17
frame_572,1009.15,417.56
frame_574,1011.15,426.05
frame_576,1012.78,438.72
frame_578,1013.6,452.22
frame_580,1014.42,467.75
frame_582,1014.83,488.61
frame_584,1011.15,473.07
frame_586,1004.44,418.95
frame_588,997.87,368.88
frame_590,993.87,330.04
frame_592,987.85,293.97
frame_594,985.39,267.4
frame_596,980.07,243.28
frame_598,977.62,224.47
frame_600,973.12,208.53
frame_602,971.49,195.44
frame_604,969.42,186.69
frame_606,967.29,179.59
frame_608,964.93,173.68
frame_610,963.27,170.36
frame_612,961.14,167.76
frame_614,959.48,166.34
frame_616,958.28,169.68
frame_618,956.88,170.13
frame_620,956.64,175.1
frame_622,955.46,178.88
frame_624,955.0,183.4
frame_626,952.62,189.53
frame_628,951.91,197.34
frame_630,950.97,204.44
frame_632,950.97,213.43
frame_634,950.02,221.0
frame_636,949.07,230.47
frame_638,949.31,239.93
frame_640,946.88,251.45
frame_642,948.28,261.1
frame_644,948.05,270.25
frame_646,948.67,281.35
frame_648,948.4,277.23
frame_650,947.81,263.12
frame_652,947.89,251.21
frame_654,947.57,240.31
frame_656,947.68,229.47
frame_658,947.22,220.12
frame_660,947.38,211.99
frame_662,947.45,204.14
frame_664,947.29,198.17
frame_666,947.62,194.06
frame_668,946.96,188.64
frame_670,947.46,184.36
frame_672,947.13,184.53
frame_674,946.63,181.24
frame_676,947.29,180.42
frame_678,947.29,179.6
frame_680,947.29,179.6
frame_682,947.29,180.59
frame_684,947.29,182.23
frame_686,947.29,184.86
frame_688,946.96,187.82
