frame,ball_x,ball_y
frame_000,375.00,31.50
frame_001,374.89,33.08
frame_002,374.79,35.02
frame_003,374.62,37.07
frame_004,377.07,38.97
frame_005,379.83,40.11
frame_006,767,0
frame_007,767,0
frame_008,767,0
frame_009,767,0
frame_010,398.84,52.16
frame_011,402.79,56.97
frame_012,405.51,60.83
frame_013,409.82,65.79
frame_014,413.86,71.81
frame_015,418.86,78.13
frame_016,423.16,85.15
frame_017,428.01,94.08
frame_018,433.09,103.48
frame_019,438.21,114.04
frame_020,444.59,126.12
frame_021,450.50,139.82
frame_022,457.28,155.37
frame_023,463.59,167.12
frame_024,470.03,167.30
frame_025,477.46,168.01
frame_026,485.17,169.56
frame_027,494.11,171.60
frame_028,503.32,174.86
frame_029,513.63,179.43
frame_030,525.23,184.94
frame_031,767,0
frame_032,552.97,201.69
frame_033,546.62,192.05
frame_034,518.00,167.44
frame_035,496.07,146.71
frame_036,476.59,129.76
frame_037,460.54,115.98
frame_038,446.45,104.42
frame_039,434.52,95.48
frame_040,423.83,87.79
frame_041,414.88,81.28
frame_042,406.57,76.23
frame_043,399.09,71.68
frame_044,392.65,68.41
frame_045,386.82,65.54
frame_046,381.80,63.22
frame_047,376.41,61.57
frame_048,372.89,60.36
frame_049,367.94,59.92
frame_050,364.68,59.70
frame_051,361.04,59.47
frame_052,358.48,59.52
frame_053,355.60,59.93
frame_054,354.44,61.02
frame_055,355.54,62.62
frame_056,356.86,64.01
frame_057,358.31,65.78
frame_058,359.51,68.08
frame_059,360.57,70.71
frame_060,362.01,73.07
frame_061,362.95,76.05
frame_062,767,0
frame_063,365.02,81.91
frame_064,366.49,85.60
frame_065,367.57,88.61
frame_066,368.47,92.53
frame_067,369.38,96.57
frame_068,370.45,100.17
frame_069,371.51,97.50
frame_070,371.96,93.92
frame_071,373.06,90.31
frame_072,767,0
frame_073,767,0
frame_074,767,0
frame_075,767,0
frame_076,767,0
frame_077,377.09,75.29
frame_078,377.67,73.99
frame_079,378.46,72.54
frame_080,379.09,71.45
frame_081,379.86,70.34
frame_082,380.47,69.63
frame_083,381.42,69.30
frame_084,382.12,69.27
frame_085,382.94,69.38
frame_086,383.47,69.52
frame_087,383.95,70.13
frame_088,384.54,70.58
frame_089,385.45,71.40
frame_090,386.26,72.41
frame_091,387.09,73.84
frame_092,387.58,75.51
frame_093,388.19,77.61
frame_094,388.60,79.51
frame_095,389.09,81.72
frame_096,389.58,83.69
frame_097,390.39,85.93
frame_098,390.99,88.80
frame_099,767,0
frame_100,391.87,90.40
frame_101,391.93,89.88
frame_102,767,0
