frame,ball_x,ball_y
frame_000,1061.23,434.59
frame_002,1072.47,447.01
frame_004,1079.57,458.64
frame_006,1086.86,471.26
frame_008,1094.36,481.91
frame_010,1097.9,490.78
frame_012,1100.45,489.96
frame_014,1106.78,478.56
frame_016,1111.71,470.28
frame_018,1113.09,461.4
frame_020,1919,0
frame_022,1117.62,450.36
frame_024,1120.58,445.83
frame_026,1122.95,442.87
frame_028,1124.72,440.31
frame_030,1124.92,439.52
frame_032,1125.86,434.86
frame_034,1122.67,428.52
frame_036,1119.2,420.0
frame_038,1116.24,412.9
frame_040,1114.07,407.18
frame_042,1111.12,399.69
frame_044,1107.57,393.77
frame_046,1105.4,387.86
frame_048,1101.65,381.94
frame_050,1098.3,377.01
frame_052,1094.36,370.5
frame_054,1091.99,367.15
frame_056,1087.65,363.4
frame_058,1084.76,358.14
frame_060,1080.55,354.73
frame_062,1076.07,351.91
frame_064,1073.85,350.0
frame_066,1068.33,348.22
frame_068,1063.54,346.93
frame_070,1059.45,346.45
frame_072,1054.33,346.64
frame_074,1049.6,347.63
frame_076,1044.67,349.8
frame_078,1039.14,353.35
frame_080,1034.61,356.11
frame_082,1028.5,361.43
frame_084,1021.79,368.53
frame_086,1016.27,374.64
frame_088,1008.19,384.31
frame_090,1002.67,394.76
frame_092,994.98,407.97
frame_094,988.27,419.8
frame_096,982.46,433.83
frame_098,969.16,452.02
frame_100,963.11,475.31
frame_102,951.4,499.36
frame_104,942.36,528.94
frame_106,930.37,558.02
frame_108,919.85,591.71
frame_110,905.55,628.35
frame_112,897.17,611.59
frame_114,890.11,591.54
frame_116,882.55,569.36
frame_118,873.18,552.34
frame_120,863.59,533.61
frame_122,855.39,516.25
frame_124,843.61,503.3
frame_126,833.03,488.02
frame_128,818.74,473.63
frame_130,810.58,465.51
frame_132,794.26,455.66
frame_134,780.08,445.07
frame_136,766.6,438.67
frame_138,751.1,439.22
frame_140,734.66,436.92
frame_142,774.92,413.75
frame_144,823.44,387.34
frame_146,872.93,368.28
frame_148,909.98,356.74
frame_150,938.37,351.13
frame_152,962.61,346.8
frame_154,980.15,344.41
frame_156,999.54,344.9
frame_158,1014.03,345.39
frame_160,1029.18,348.24
frame_162,1040.3,351.48
frame_164,1050.98,355.58
frame_166,1059.68,360.68
frame_168,1067.74,365.61
frame_170,1075.14,372.42
frame_172,1082.58,378.68
frame_174,1088.44,385.32
frame_176,1094.36,392.23
frame_178,1099.94,399.13
frame_180,1105.27,406.88
frame_182,1110.37,415.0
frame_184,1115.06,423.45
frame_186,1118.67,431.17
frame_188,1123.11,440.54
frame_190,1126.73,449.41
frame_192,1129.68,457.79
frame_194,1133.3,465.68
frame_196,1136.87,475.47
frame_198,1142.36,484.47
