frame,ball_x,ball_y
frame_000,863.34,365.66
frame_002,863.26,362.45
frame_004,861.09,358.17
frame_006,860.68,356.54
frame_008,860.68,353.27
frame_010,860.39,350.74
frame_012,861.25,348.91
frame_014,861.66,347.54
frame_016,860.68,345.91
frame_018,864.98,340.94
frame_020,862.36,335.45
frame_022,865.02,329.53
frame_024,863.95,325.87
frame_026,866.0,319.33
frame_028,867.22,315.24
frame_030,868.86,312.38
frame_032,871.02,308.75
frame_034,871.84,304.73
frame_036,873.42,303.5
frame_038,873.77,301.34
frame_040,875.61,299.49
frame_042,876.25,298.23
frame_044,877.01,296.88
frame_046,877.73,297.02
frame_048,878.12,298.33
frame_050,880.72,299.3
frame_052,881.94,300.52
frame_054,883.05,304.45
frame_056,883.64,306.52
frame_058,884.4,311.86
frame_060,886.58,315.33
frame_062,888.09,321.56
frame_064,889.3,329.14
frame_066,889.84,335.03
frame_068,890.12,345.5
frame_070,890.94,354.49
frame_072,892.17,365.94
frame_074,893.39,380.25
frame_076,893.39,392.11
frame_078,894.62,409.69
frame_080,894.62,428.09
frame_082,895.4,444.95
frame_084,897.14,465.43
frame_086,896.25,485.33
frame_088,898.7,510.86
frame_090,899.18,535.63
frame_092,898.84,562.88
frame_094,899.87,578.56
frame_096,899.87,564.25
frame_098,903.27,554.37
frame_100,906.34,544.83
frame_102,908.04,533.58
frame_104,908.38,526.09
frame_106,912.47,516.89
frame_108,914.52,509.05
frame_110,918.26,501.89
frame_112,920.65,494.74
frame_114,923.38,492.35
frame_116,926.78,486.22
frame_118,930.87,482.81
frame_120,933.6,484.86
frame_122,936.21,483.84
frame_124,939.24,484.26
frame_126,945.35,488.46
frame_128,946.97,493.63
frame_130,954.8,502.05
frame_132,956.76,505.55
frame_134,962.57,517.01
frame_136,968.35,533.24
frame_138,976.53,521.66
frame_140,986.41,480.77
frame_142,991.07,453.38
frame_144,998.68,429.32
frame_146,1003.79,411.26
frame_148,1008.9,397.97
frame_150,1014.01,385.36
frame_152,1017.76,379.91
frame_154,1022.19,372.49
frame_156,1025.46,366.76
frame_158,1028.32,364.31
frame_160,1030.06,364.4
frame_162,1033.42,364.59
frame_164,1036.31,363.78
frame_166,1038.48,365.06
frame_168,1040.59,366.35
frame_170,1042.63,368.4
frame_172,1046.31,370.44
frame_174,1048.36,373.71
frame_176,1051.22,378.21
frame_178,1053.26,381.89
frame_180,1054.26,386.52
frame_182,1056.59,389.36
frame_184,1058.99,395.38
frame_186,1060.62,401.11
frame_188,1061.44,406.83
frame_190,1064.3,412.15
frame_192,1065.94,416.64
frame_194,1067.57,421.14
frame_196,1067.57,413.37
frame_198,1066.75,404.79
frame_200,1068.39,397.02
frame_202,1068.39,390.07
frame_204,1068.8,385.98
frame_206,1070.84,379.03
frame_208,1070.43,375.35
frame_210,1070.05,370.62
frame_212,1071.11,367.23
frame_214,1071.98,364.89
frame_216,1072.34,361.54
frame_218,1073.03,360.08
frame_220,1073.17,357.83
frame_222,1073.12,356.41
frame_224,1075.51,353.61
frame_226,1079.04,351.55
frame_228,1081.07,348.9
frame_230,1083.26,348.22
frame_232,1087.15,347.97
frame_234,1090.25,345.89
frame_236,1094.22,345.89
frame_238,1097.78,345.61
frame_240,1100.65,346.16
frame_242,1103.94,347.12
frame_244,1108.6,348.9
frame_246,1112.16,351.23
frame_248,1116.86,355.21
frame_250,1121.0,357.48
frame_252,1126.28,362.24
frame_254,1131.74,368.99
frame_256,1138.16,375.42
frame_258,1141.44,382.75
frame_260,1147.15,391.66
frame_262,1153.3,401.47
frame_264,1160.18,412.28
frame_266,1166.71,425.06
frame_268,1173.24,439.26
frame_270,1181.76,456.29
frame_272,1189.14,473.9
frame_274,1198.47,494.53
frame_276,1208.23,517.91
frame_278,1217.08,541.42
frame_280,1227.31,569.02
frame_282,1237.19,597.98
frame_284,1245.19,592.27
frame_286,1251.84,584.01
frame_288,1261.38,581.62
frame_290,1270.45,577.11
frame_292,1278.2,574.8
frame_294,1286.25,573.45
frame_296,1296.81,572.77
frame_298,1305.67,574.13
frame_300,1319.3,576.51
frame_302,1329.88,582.4
frame_304,1342.75,588.07
frame_306,1356.1,595.59
frame_308,1369.54,607.16
frame_310,1383.63,619.85
frame_312,1397.54,635.76
frame_314,1415.12,656.24
frame_316,1431.88,677.51
frame_318,1450.69,705.31
frame_320,1919,0
frame_322,1317.19,582.25
frame_324,1262.93,536.01
frame_326,1218.77,500.46
frame_328,1181.98,473.48
frame_330,1149.59,449.44
frame_332,1123.1,427.85
frame_334,1099.06,413.13
frame_336,1078.22,401.97
frame_338,1060.79,393.99
frame_340,1042.54,386.16
frame_342,1028.58,379.77
frame_344,1015.8,375.28
frame_346,1004.61,372.72
frame_348,994.27,371.25
frame_350,983.62,369.6
frame_352,974.63,369.83
frame_354,966.82,371.02
frame_356,959.62,371.52
frame_358,952.71,374.48
frame_360,946.47,376.62
frame_362,940.55,379.97
frame_364,933.85,383.12
frame_366,930.1,386.08
frame_368,924.98,391.8
frame_370,920.84,394.95
frame_372,916.23,401.36
frame_374,912.75,405.4
frame_376,909.01,411.71
frame_378,904.47,417.24
frame_380,901.91,422.16
frame_382,898.95,427.88
frame_384,895.6,431.24
frame_386,893.63,422.16
frame_388,892.44,414.08
frame_390,889.29,407.38
frame_392,887.91,400.87
frame_394,885.72,395.12
frame_396,884.53,390.86
frame_398,882.19,385.09
frame_400,881.2,381.74
frame_402,879.43,378.59
frame_404,877.68,374.63
frame_406,876.27,373.41
frame_408,874.32,370.93
frame_410,873.12,369.12
frame_412,871.94,367.94
frame_414,873.22,364.93
frame_416,873.91,361.64
frame_418,874.24,355.43
frame_420,1919,0
frame_422,889.02,356.09
frame_424,895.1,355.38
frame_426,900.64,354.61
frame_428,907.66,355.06
frame_430,913.84,356.06
frame_432,920.65,356.4
frame_434,926.44,358.79
frame_436,933.94,361.17
frame_438,941.09,364.92
frame_440,947.91,368.33
frame_442,956.77,374.8
frame_444,964.26,381.62
frame_446,971.42,387.75
frame_448,982.66,396.46
frame_450,991.18,405.81
frame_452,1001.4,419.1
frame_454,1011.62,430.0
frame_456,1022.53,443.97
frame_458,1033.77,460.67
frame_460,1044.36,476.7
frame_462,1057.62,496.1
frame_464,1069.61,518.19
