frame,ball_x,ball_y
frame_000,1919,0
frame_002,1919,0
frame_004,1919,0
frame_006,823.44,175.90
frame_008,819.42,156.13
frame_010,817.67,135.38
frame_012,816.18,122.36
frame_014,815.51,106.09
frame_016,811.55,98.28
frame_018,808.96,85.57
frame_020,809.26,75.96
frame_022,807.96,73.93
frame_024,806.33,72.05
frame_026,803.87,69.86
frame_028,803.00,67.03
frame_030,803.10,73.28
frame_032,802.12,82.39
frame_034,801.37,93.18
frame_036,800.73,103.24
frame_038,798.48,113.26
frame_040,798.93,130.52
frame_042,799.00,148.44
frame_044,798.05,171.07
frame_046,798.09,193.09
frame_048,797.73,216.01
frame_050,830.21,247.84
frame_052,899.59,279.22
frame_054,949.18,306.58
frame_056,991.04,328.34
frame_058,1019.45,349.18
frame_060,1048.87,366.55
frame_062,1072.36,381.21
frame_064,1089.73,399.88
frame_066,1108.38,415.58
frame_068,1121.64,426.95
frame_070,1131.93,443.06
frame_072,1142.07,448.48
frame_074,1152.34,460.82
frame_076,1163.39,481.49
frame_078,1168.73,491.63
frame_080,1178.05,505.37
frame_082,1182.83,514.39
frame_084,1187.36,522.79
frame_086,1192.36,533.68
frame_088,1197.30,544.77
frame_090,1201.64,527.58
frame_092,1204.05,519.11
frame_094,1206.49,510.92
frame_096,1209.23,501.76
frame_098,1213.11,492.37
frame_100,1213.98,482.78
frame_102,1216.08,476.80
frame_104,1218.95,471.23
frame_106,1221.88,467.15
frame_108,1224.80,464.96
frame_110,1225.15,461.21
frame_112,1227.12,459.25
frame_114,1228.10,457.78
frame_116,1229.57,457.78
frame_118,1233.49,453.36
frame_120,1233.00,457.29
frame_122,1229.57,457.78
frame_124,1234.97,459.74
frame_126,1236.93,461.70
frame_128,1238.40,464.65
frame_130,1238.89,468.08
frame_132,1240.36,472.01
frame_134,1241.34,475.44
frame_136,1241.83,480.84
frame_138,1240.85,477.89
frame_140,1236.44,472.99
frame_142,1233.49,469.55
frame_144,1229.57,463.66
frame_146,1226.13,458.76
frame_148,1222.70,452.38
frame_150,1220.25,449.93
frame_152,1215.83,445.51
frame_154,1212.40,443.06
frame_156,1208.47,438.64
frame_158,1205.04,434.72
frame_160,1202.16,432.46
frame_162,1197.68,430.30
frame_164,1196.20,428.34
frame_166,1191.79,425.39
frame_168,1190.32,424.41
frame_170,1187.37,423.92
frame_172,1183.79,422.89
frame_174,1180.64,423.55
frame_176,1176.58,422.94
frame_178,1173.14,424.41
frame_180,1170.20,426.87
frame_182,1166.77,430.30
frame_184,1164.31,433.24
frame_186,1159.41,439.62
frame_188,1157.93,443.06
frame_190,1154.99,450.42
frame_192,1151.56,457.29
frame_194,1148.61,466.12
frame_196,1146.16,476.91
frame_198,1141.74,487.22
frame_200,1138.31,500.95
frame_202,1135.36,515.67
frame_204,1131.44,532.85
frame_206,1129.97,551.98
frame_208,1126.04,573.08
frame_210,1123.26,593.77
frame_212,1118.73,622.87
frame_214,1115.45,651.11
frame_216,1111.99,681.26
frame_218,1111.99,668.07
frame_220,1114.92,653.42
frame_222,1113.98,644.05
frame_224,1114.65,633.52
frame_226,1114.55,625.80
frame_228,1116.64,620.16
frame_230,1116.39,612.40
frame_232,1116.68,607.48
frame_234,1118.46,605.30
frame_236,1121.78,606.20
frame_238,1122.95,606.03
frame_240,1124.69,615.23
frame_242,1127.89,620.20
frame_244,1129.70,630.66
frame_246,1134.46,643.01
frame_248,1136.74,657.95
frame_250,1140.72,668.46
frame_252,1139.76,603.65
frame_254,1137.56,554.43
frame_256,1137.86,511.43
frame_258,1135.43,480.54
frame_260,1135.43,455.64
frame_262,1135.35,435.62
frame_264,1135.68,421.31
frame_266,1135.79,413.36
frame_268,1134.23,402.60
frame_270,1136.26,396.20
frame_272,1136.26,393.34
frame_274,1135.04,391.29
frame_276,1136.26,391.29
frame_278,1135.04,392.52
frame_280,1135.45,394.16
frame_282,1136.26,396.61
frame_284,1137.08,402.33
frame_286,1137.49,408.06
frame_288,1919,0
frame_290,1137.49,416.64
frame_292,1137.49,423.59
frame_294,1137.90,433.00
frame_296,1137.90,438.31
frame_298,1139.13,446.49
frame_300,1139.13,456.30
frame_302,1138.72,464.07
frame_304,1139.94,472.25
frame_306,1139.13,483.70
frame_308,1139.94,491.88
frame_310,1919,0
frame_312,1138.72,513.14
frame_314,1139.53,522.54
frame_316,1139.53,534.40
frame_318,1139.94,534.40
frame_320,1139.94,521.72
frame_322,1138.31,510.28
frame_324,1140.59,502.05
frame_326,1139.15,493.34
frame_328,1137.90,485.33
frame_330,1137.49,479.61
frame_332,1137.08,472.25
frame_334,1136.67,466.12
frame_336,1135.45,461.62
frame_338,1135.45,457.53
frame_340,1135.45,455.08
frame_342,1135.45,451.81
frame_344,1135.45,450.17
frame_346,1134.22,450.17
frame_348,1134.63,450.17
frame_350,1134.22,448.94
frame_352,1132.99,449.35
frame_354,1132.99,450.17
frame_356,1132.99,446.08
frame_358,1131.77,441.58
frame_360,1131.77,439.13
frame_362,1130.54,434.63
frame_364,1128.49,430.55
frame_366,1128.09,428.50
frame_368,1127.27,424.82
frame_370,1126.45,421.96
frame_372,1126.45,421.96
frame_374,1124.00,418.69
frame_376,1124.00,416.23
frame_378,1121.95,415.42
frame_380,1121.95,415.01
frame_382,1120.73,412.15
frame_384,1120.73,412.96
frame_386,1119.91,414.60
frame_388,1119.91,414.60
frame_390,1117.86,417.46
frame_392,1117.05,420.32
frame_394,1116.64,423.19
frame_396,1116.23,427.68
frame_398,1114.59,433.41
frame_400,1114.18,438.72
frame_402,1113.37,444.45
frame_404,1112.55,455.08
frame_406,1112.14,464.89
frame_408,1111.64,475.43
frame_410,1109.69,490.24
frame_412,1108.05,502.92
frame_414,1108.05,520.09
frame_416,1106.42,539.31
frame_418,1104.96,557.09
frame_420,1103.55,585.10
frame_422,1101.51,609.22
frame_424,1100.03,639.81
frame_426,1098.85,675.78
frame_428,1096.14,714.02
frame_430,1093.72,727.45
frame_432,1094.09,711.27
frame_434,1094.50,699.37
frame_436,1089.57,690.27
frame_438,1089.65,676.58
frame_440,1077.44,648.09
frame_442,1052.20,581.76
frame_444,1030.64,527.02
frame_446,1011.72,484.54
frame_448,1919,0
frame_450,982.08,419.21
frame_452,970.31,393.89
frame_454,958.53,370.93
frame_456,950.29,357.39
frame_458,942.64,343.85
frame_460,935.57,333.84
frame_462,927.33,322.06
frame_464,922.03,317.35
frame_466,917.25,312.30
frame_468,911.39,308.54
frame_470,908.18,305.74
frame_472,902.01,306.75
frame_474,899.66,306.75
frame_476,896.71,306.17
frame_478,892.59,307.93
frame_480,890.24,307.93
frame_482,885.52,313.23
frame_484,884.41,315.78
frame_486,881.99,322.65
frame_488,879.64,323.83
frame_490,879.05,328.54
frame_492,874.93,335.02
frame_494,874.34,342.08
frame_496,873.01,347.79
frame_498,871.99,355.33
frame_500,872.36,362.43
frame_502,869.90,370.89
frame_504,867.86,379.76
frame_506,866.68,386.83
frame_508,866.68,395.66
frame_510,865.51,405.67
frame_512,866.10,414.50
frame_514,865.51,422.16
frame_516,864.33,433.93
frame_518,864.33,441.00
frame_520,864.33,455.13
frame_522,864.92,461.60
frame_524,862.56,473.38
frame_526,862.56,483.39
frame_528,862.56,494.58
frame_530,862.97,507.91
frame_532,861.38,516.95
frame_534,861.38,527.55
frame_536,861.97,522.84
frame_538,860.80,512.83
frame_540,861.07,501.19
frame_542,860.21,495.16
frame_544,859.69,487.65
frame_546,857.85,479.86
frame_548,858.64,473.75
frame_550,857.26,468.08
frame_552,857.26,460.43
frame_554,856.67,455.13
frame_556,856.67,455.13
frame_558,854.32,450.42
frame_560,854.91,448.06
frame_562,854.91,446.88
frame_564,854.32,445.71
frame_566,854.31,438.28
frame_568,850.79,431.58
frame_570,849.58,425.06
frame_572,847.44,418.58
frame_574,844.90,412.73
frame_576,843.72,405.67
frame_578,841.37,401.55
frame_580,839.60,393.89
frame_582,838.42,390.95
frame_584,836.07,385.65
frame_586,832.53,379.76
frame_588,832.53,379.17
frame_590,830.77,374.46
frame_592,827.82,371.52
frame_594,825.72,369.17
frame_596,824.10,367.22
frame_598,822.83,367.69
frame_600,822.46,366.25
frame_602,819.65,367.20
frame_604,818.49,368.50
frame_606,816.15,370.45
frame_608,813.18,374.37
frame_610,812.68,376.35
frame_612,810.20,380.62
frame_614,808.94,386.93
frame_616,807.18,392.73
frame_618,804.54,401.28
frame_620,803.74,408.57
frame_622,801.95,417.70
frame_624,801.04,429.49
frame_626,798.93,441.43
frame_628,796.21,452.14
frame_630,793.69,465.55
frame_632,792.40,483.42
frame_634,790.73,501.05
frame_636,787.79,524.01
frame_638,786.61,543.44
frame_640,784.84,567.58
frame_642,782.49,594.08
frame_644,778.96,623.52
frame_646,777.78,617.04
frame_648,776.60,598.79
frame_650,773.66,584.07
frame_652,772.48,565.82
frame_654,771.89,551.69
frame_656,768.95,538.14
frame_658,766.00,524.60
frame_660,767.18,514.00
frame_662,763.06,504.00
frame_664,761.29,489.86
frame_666,760.11,483.39
frame_668,757.76,475.73
frame_670,757.17,472.20
frame_672,753.05,468.67
frame_674,753.05,467.49
frame_676,750.11,462.19
frame_678,746.57,464.55
frame_680,753.05,467.49
frame_682,744.81,466.31
frame_684,746.35,470.62
frame_686,741.60,475.57
frame_688,742.64,484.34
frame_690,737.15,495.16
frame_692,737.15,506.94
frame_694,737.28,523.09
frame_696,732.44,540.50
frame_698,730.89,554.55
frame_700,729.50,581.71
frame_702,728.05,604.98
frame_704,775.42,579.36
frame_706,822.53,552.28
frame_708,1919,0
frame_710,1919,0
frame_712,922.03,506.94
frame_714,946.17,497.52
frame_716,966.78,492.22
frame_718,985.03,486.92
frame_720,1000.93,485.74
frame_722,1018.00,483.39
frame_724,1030.95,485.74
frame_726,1043.91,486.92
frame_728,1053.92,486.92
frame_730,1065.69,490.45
frame_732,1073.93,493.40
frame_734,1081.59,496.34
frame_736,1090.42,499.87
frame_738,1100.12,501.52
frame_740,1104.55,508.12
frame_742,1112.21,514.00
frame_744,1118.68,518.13
frame_746,1124.57,523.43
frame_748,1131.05,530.49
frame_750,1138.11,538.14
frame_752,1141.06,528.14
frame_754,1143.77,522.18
frame_756,1145.77,515.77
frame_758,1149.89,509.88
frame_760,1919,0
frame_762,1919,0
frame_764,1155.77,498.11
